A,B
[method = saturation_p_rv_rl_al_hvl],
T,out_pre,out_rhov,out_rhol,out_al,out_hvl
253.55661560131745,1.9944329220961067e6,1190.5303883325444,23401.993565625246,702.7526645937007,12387.308043688197
254.0767096217496,2.0264910826014923e6,1210.749419600189,23347.26680128755,698.683659781671,12335.890361076737
254.58920980574942,2.0584484678333297e6,1230.9715893850353,23293.054192707023,694.6620456396179,12284.895778889417
255.0944393783927,2.0903119249055292e6,1251.2016163319909,23239.32870886246,690.6856746700345,12234.301119908614
255.59269926567447,2.122087803834527e6,1271.443947535577,23186.065125765657,686.7525469229422,12184.084753593448
256.08427019061753,2.153782005507279e6,1291.7027862480718,23133.239854604835,682.8607960856195,12134.226448518719
256.5694145226564,2.1854000239278353e6,1311.982116322304,23080.830790119315,679.00867720998,12084.707242195589
257.0483779148897,2.2169469835515777e6,1332.2857238526192,23028.817176364177,675.1945558478936,12035.509325830793
257.5213907582028,2.248427672384552e6,1352.6172164021134,22977.179487482557,671.4168984018058,11986.61594197656
257.98866947669137,2.2798465714180735e6,1372.980040142807,22925.899321479672,667.6742635284436,11938.011293346626
258.4504176850541,2.3112078808802757e6,1393.3774951847745,22874.959305301123,663.9652944583139,11889.68046133953
258.906827225517,2.342515543713568e6,1413.8127493285872,22824.34300977385,660.2887121144062,11841.60933303006
259.3580790992681,2.373773266626282e6,1434.288850440729,22774.03487318002,656.643308930616,11793.784535572024
259.8043443052305,2.4049845390165793e6,1454.808737622876,22724.020132411093,653.0279432847392,11746.193377107613
260.2457845971979,2.436152650024392e6,1475.3752513217696,22674.28476079702,649.441534472811,11698.823793405754
260.6825531688383,2.467280703931641e6,1495.9911425060295,22624.815411831027,645.8830581617323,11651.664299559594
261.1147952747915,2.4983716341013806e6,1516.6590810194355,22575.599368114286,642.3515422655048,11604.703946162535
261.542648795,2.529428215620717e6,1537.3816632053115,22526.624494935517,638.8460631977621,11557.932279460314
261.96624474848784,2.5604530767912706e6,1558.161418884754,22477.879197974667,635.3657424592515,11511.339305040497
262.3857077620156,2.5914487095923084e6,1579.0008177606853,22429.352384686295,631.9097435243305,11464.915454677135
262.8011564983611,2.6224174792260444e6,1599.902275310846,22381.033428972034,628.4772689948585,11418.651555995682
263.21270404839913,2.6533616328412476e6,1620.8681582252184,22332.912138800264,625.067557993853,11372.53880466405
263.62045829065016,2.68428330751944e6,1641.90078943658,22284.978726471727,621.6798837745105,11326.568738851296
264.02452222153715,2.715184537598121e6,1663.0024527873077,22237.2237812649,618.3135515230962,11280.73321572547
264.4249942592169,2.746067261396944e6,1684.1753973707532,22189.63824422614,614.9678963366838,11235.02438978832
264.8219685235231,2.776933327404729e6,1705.4218415807975,22142.213384896346,611.6422813589203,11189.434692868468
265.21553509427923,2.807784499979192e6,1726.7439768999634,22094.9407797879,608.3360960587448,11143.956815613212
265.60578024998824,2.8386224646052457e6,1748.1439714529372,22047.81229244824,605.0487546388924,11098.58369033759
265.99278668869135,2.8694488327527866e6,1769.6239733495786,22000.82005496114,601.7796945620796,11053.308475104113
266.3766337325975,2.9002651463705203e6,1791.1861138390657,21953.956450755242,598.5283751844316,11008.124538919878
266.7573975179176,2.931072882048557e6,1812.8325102946617,21907.214098600878,595.2942764864823,10963.02544794975
267.1351511711903,2.9618734548789854e6,1834.5652690465768,21860.58583768957,592.0768978932907,10918.004952654446
267.509964973256,2.9926682220407915e6,1856.3864880788778,21814.06471370056,588.875757175943,10873.056975771604
267.8819065119203,3.023458485122115e6,1878.2982586207959,21767.644046075857,585.6903974831968,10828.17561768051
268.25104082424645,3.054245497193939e6,1900.3026714734226,21721.317094798527,582.520354162367,10783.355079730583
268.61743052932457,3.085030459849303e6,1922.4018137030457,21675.077530172377,579.3652022062636,10738.5897530278
268.9811359522857,3.1158145297312774e6,1944.5977746372514,21628.91910139097,576.2245231845591,10693.874143644114
269.3422152402559,3.146598820110728e6,1966.8926471648272,21582.835706534323,573.097912521366,10649.202880123998
269.7007244708816,3.177384403240556e6,1989.2885298792714,21536.82138301227,569.9849787611229,10604.570705194536
270.056717754,3.2081723125587935e6,2011.787529164785,21490.870298537488,566.8853428792418,10559.972467926023
270.4102473269757,3.238963544752365e6,2034.3917612328275,21444.97674258493,563.7986376341016,10515.403116305055
270.76136364418034,3.269759061692132e6,2057.103354116571,21399.135118297865,560.7245069572494,10470.857690185978
271.1101154610479,3.300559792249166e6,2079.9244496304364,21353.339934803076,557.6626053788609,10426.331314588371
271.45654991310306,3.331366634000919e6,2102.8572053010566,21307.585799901608,554.6125974858281,10381.81919331192
271.80071259032553,3.362180454835756e6,2125.90379627618,21261.867413103948,551.574157410054,10337.31660284126
272.1426476071809,3.3930020944629763e6,2149.066417217156,21216.179558980723,548.5469683447234,10292.81888651642
272.4823976686247,3.4238323658354124e6,2172.3472841808357,21170.517100802106,545.5307220864627,10248.32144894552
272.8200041323575,3.45467205649079e6,2195.7486364963097,21124.874974441533,542.5251186015656,10203.81975063834
273.1555070675891,3.485521929817465e6,2219.2727386415186,21079.24818252084,539.5298656145209,10159.309302841508
273.48894531054754,3.5163827262501884e6,2242.9218821252116,21033.631788774786,536.5446782172069,10114.785662555696
273.8203565169509,3.5472551644003065e6,2266.6983873787485,20988.02091261573,533.5692784973197,10070.244427718622
274.14977721164234,3.578139942125299e6,2290.6046056630057,20942.4107238794,530.603395184652,10025.681232536761
274.477242835574,3.609037737541514e6,2314.6429209949406,20896.796437733974,527.6467633139213,9981.091742950903
274.8027877903104,3.639949209984129e6,2338.8157520987365,20851.173309736045,524.6991239029811,9936.471652220855
275.1264454802098,3.670875000917652e6,2363.125554386114,20805.536631018113,521.760223645351,9891.816676615807
275.4482483524296,3.701815734800497e6,2387.574821970777,20759.881723591636,518.8298146159419,9847.122551196975
275.76822793489185,3.7327720199064305e6,2412.1660897216107,20714.203935752656,515.9076539891225,9802.385025680338
276.08641487233456,3.7637444491058486e6,2436.9019353596004,20668.498637575318,512.9935037681295,9757.599860367447
276.4028389605646,3.7947336006094436e6,2461.784981603372,20622.761216480903,510.0871305250444,9712.762822132623
276.7175291790218,3.825740038676668e6,2486.8178983684234,20576.987072869244,507.1883051504681,9667.869680455653
277.0305137217546,3.8567643142912854e6,2512.00340502518,20531.171615800486,504.29680261219374,9622.91620348891
277.34182002690005,3.887806965806134e6,2537.344272721359,20485.310258715068,501.4124017220938,9577.898154148297
277.651474804757,3.918868519558956e6,2562.8433267739265,20439.39841518026,498.53488491057,9532.811286217908
277.9595040645322,3.94994949046127e6,2588.503449136612,20393.431494651584,495.6640380078838,9487.651340457638
278.26593313983636,3.9810503825618504e6,2614.3275809487714,20347.40489823775,492.7996500317174,9442.414040704069
278.57078671299996,4.012171689586556e6,2640.3187251719514,20301.314014457592,489.94151298036127,9397.095089953957
278.87408883827555,4.043313895455908e6,2666.4799493206137,20255.154214977676,487.08942163089415,9351.690166420507
279.17586296398787,4.0744774747817623e6,2692.8143882937225,20208.920850319002,484.2431733417784,9306.19491955219
279.47613195368956,4.10566289334456e6,2719.325247314653,20162.609245521104,481.4025678592567,9260.604966003319
279.7749181063768,4.136870608552343e6,2746.0158049869087,20116.214695751834,478.5674071269761,9214.915885546068
280.07224317581483,4.1681010698825833e6,2772.8894164735334,20069.732461850766,475.737495098239,9169.123216913325
280.3681283890216,4.199354719308005e6,2799.9495168088188,20023.15776579325,472.9126375502615,9123.22245356071
280.6625944639529,4.230631991707522e6,2827.1996243513972,19976.485786063502,470.09264189990023,9077.209039337053
280.9556616264322,4.261933315263095e6,2854.6433443880824,19929.71165292163,467.2773170201041,9031.078364050574
281.24734962636217,4.29325911184353e6,2882.284372898772,19882.83044355289,464.4664730566142,8984.825758919469
281.5376777532574,4.324609797376214e6,2910.1265004933794,19835.837177082467,461.6599212440682,8938.446491892813
281.82666485113026,4.355985789123747e6,2938.1736261116184,19788.72667110834,458.85746166537285,8891.935714268333
282.11432933276393,4.387387478646891e6,2966.4297235090276,19741.494086548908,456.0589310579109,8845.288648375627
282.40068919340297,4.418815272818528e6,2994.898901822602,19694.134101585696,453.26413096799354,8798.50029573583
282.6857620238901,4.450269567301696e6,3023.585373412329,19646.641450032945,450.47287511214694,8751.565621362308
282.9695650232759,4.48175075352109e6,3052.493467965402,19599.010780158576,447.6849773438134,8704.479501171882
283.2521150109279,4.513259218977819e6,3081.6276377382064,19551.236648548693,444.9002514508947,8657.23671622136
283.5334284381626,4.5447953475569375e6,3110.99246307066,19503.31351371134,442.1185109471901,8609.83194670318
283.8135213994229,4.576359519828486e6,3140.5926581919416,19455.23572939764,439.33956885687184,8562.259765679863
284.0924096430234,4.6079521133427145e6,3170.433077338172,19406.997537614134,436.56323749084794,8514.514632535462
284.37010858148295,4.639573502919861e6,3200.518721203801,19358.59306130088,433.7893282140554,8466.590886121097
284.646633301464,4.671224060935175e6,3230.854743750683,19310.016296645736,431.0176512024594,8418.48273756928
284.921998573337,4.70290415759968e6,3261.4464594005153,19261.261105004553,428.2480151886283,8370.184262750687
285.1962188603867,4.734614161237291e6,3292.2993506386415,19212.3212043939,425.4802271946431,8321.68939434398
285.46930832767663,4.766354438558525e6,3323.4190760590327,19163.19016052048,422.7140922510419,8272.991913488275
285.74128085058794,4.798125354931643e6,3354.81147888362,19113.861377308414,419.94941310046994,8224.085440984127
286.01215002304554,4.829927274651624e6,3386.4825959916534,19064.32808688214,417.1859898846169,8174.963428006586
286.28192916544685,4.861760561207195e6,3418.4386674970906,19014.583338960394,414.42361981310677,8125.6191462918505
286.5506313323057,4.893625577546834e6,3450.686146917108,18964.619989611132,411.66209681279514,8076.045677753873
286.81826931962354,4.925522686343965e6,3483.231711977148,18914.430689314657,408.9012111560696,8026.235903485152
287.084855672,4.957452250261804e6,3516.0822761026375,18864.00787027703,406.1407490666576,7976.182492091608
287.35040268949393,4.989414632218568e6,3549.2450006525683,18813.343732930756,403.38049230146,7925.877887306329
287.6149224342459,5.021410195653301e6,3582.7273079545366,18762.43023155534,400.6202177070323,7875.314294823258
287.87842673687135,5.053439304793104e6,3616.5368952074286,18711.259058942655,397.85969674923587,7824.483668285115
288.1409272026349,5.085502324921989e6,3650.6817493233552,18659.821630027687,395.09869501481717,7773.377694355462
288.40243521741445,5.117599622652104e6,3685.1701627884618,18608.1090643966,392.3369716836482,7721.9877767970465
288.6629619534638,5.149731566197886e6,3720.0107506297395,18556.112167576997,389.5742789705446,7670.30501947142
288.92251837498236,5.181898525653695e6,3755.2124685837634,18503.821411006935,386.81036153572796,7618.320208167377
289.18111524349916,5.214100873275481e6,3790.784632573373,18451.226910569927,384.044955863215,7566.023791156194
289.43876312307924,5.246338983767267e6,3826.736939609419,18398.318403572717,381.2777896066037,7513.405858361659
289.69547238535944,5.278613234573244e6,3863.0794902475122,18345.085224031558,378.50858090204105,7460.456119021543
289.9512532144199,5.310924006175806e6,3899.822812742569,18291.516276120972,375.7370376484744,7407.163877705638
290.20611561149883,5.3432716824012045e6,3936.97788906231,18237.600005624612,372.9628567556454,7353.518008539166
290.460069399555,5.375656650732583e6,3974.5561829351236,18183.324369213242,370.185723360646,7299.506927468119
290.7131242276857,5.408079302632556e6,4012.569670132175,18128.67680135819,367.4053100143851,7245.118562381149
290.96528957540465,5.440540033875696e6,4051.0308712031865,18073.644178670096,364.6212758397024,7190.340320886195
291.21657475678546,5.473039244892344e6,4089.952886913221,18018.21278143198,361.8332656634195,7135.159055515409
291.46698892447586,5.505577341125308e6,4129.349436657543,17962.36825207237,359.04090912510003,7079.56102610651
291.7165410735877,5.538154733400804e6,4169.234900165027,17906.095550298287,356.24381976580844,7023.5318590795905
291.965240045467,5.570771838315437e6,4209.624362839729,17849.378904578858,353.4415941006925,6967.0565032954
292.213094531349,5.603429078641246e6,4250.533665135359,17792.20175963512,350.63381067949587,6910.119182141634
292.46011307590214,5.636126883751053e6,4291.979456408055,17734.54671955553,347.82002913961355,6852.703341450924
292.7063040806653,5.668865690066557e6,4333.979253752343,17676.395486110785,344.9997892563206,6794.7915928031525
292.9516758073819,5.701645941532324e6,4376.551506394041,17617.72879179106,342.1726099947959,6736.365651705009
293.19623638123505,5.734468090118761e6,4419.715666292363,17558.526327031,339.33798856829935,6677.406270073381
293.4399937939869,5.767332596357819e6,4463.492265695859,17498.766661016558,336.49539950594277,6617.893162368571
293.6829559070257,5.800239929916206e6,4507.903002505862,17438.427155386056,333.6442937321816,6557.804924628781
293.92513045432435,5.833190570210444e6,4552.97083442398,17377.483870044587,330.7840976583538,6497.118945552065
294.1665250453128,5.866185007070038e6,4598.7200830109205,17315.91146019074,327.91421228331876,6435.811308638255
294.40714716766803,5.89922374145485e6,4645.176548955161,17253.683063520104,325.0340122964164,6373.856684254384
294.6470041900237,5.932307286234464e6,4692.367640057027,17190.77017640007,322.1428451702302,6311.228210302661
294.8861033646035,5.965436167037745e6,4740.32251367549,17127.142517610777,319.24003022348944,6247.897359955916
295.12445182977945,5.998610923182792e6,4789.072235676769,17062.767877995586,316.3248576246093,6183.833794661563
295.3620566125585,6.031832108698e6,4838.649958267193,16997.611954064203,313.39658729429715,6119.005200305794
295.598924631,6.06510029344734e6,4889.091119510673,16931.63816321459,310.45444764987656,6053.377104046731
295.8350626965657,6.098416064374231e6,4940.433667829632,16864.807437776362,307.49763411440523,5986.912668866975
296.0704775164057,6.131780026880635e6,4992.718315394449,16797.0779945018,304.52530728926365,5919.572462332848
296.3051756955804,6.165192806360158e6,5045.98882504354,16728.405075410803,301.53659065891094,5851.314195358593
296.53916373922374,6.198655049906785e6,5100.2923362758675,16658.74065499289,298.53056765963805,5782.0924259256735
296.77244805464625,6.232167428223203e6,5155.679736964021,16588.03310763718,295.5062778997767,5711.8582216588675
297.00503495338273,6.265730637756743e6,5212.20608880451,16516.22682773076,292.4627122652413,5640.55877385567
297.23693065318423,6.2993454030935485e6,5269.9311162190415,16443.261793062735,289.398806580712,5568.136953941816
297.4681412799579,6.333012479646693e6,5328.919770548716,16369.073059873275,286.3134334210074,5494.530801279678
297.6986728696546,6.366732656677947e6,5389.242884058964,16293.590174977277,283.2053915790223,5419.672928683369
297.9285313701082,6.400506760698252e6,5450.977931667343,16216.73648666451,280.07339259333196,5343.489828724956
298.15772264282543,6.434335659298543e6,5514.209922646864,16138.428331303518,276.91604361928984,5265.901059740125
298.38625246473026,6.468220265468715e6,5579.032450143236,16058.574066432106,273.73182579083004,5186.818285080119
298.61412652986263,6.5021615424722135e6,5645.548933610476,15977.072913152035,270.51906706349655,5106.144132201296
298.8413504510341,6.536160509353335e6,5713.87409879369,15893.813560275552,267.2759083513914,5023.77082910754
299.0679297614406,6.570218247168013e6,5784.135752510828,15808.6724690548,264.0002615683241,4939.57856368952
299.29386991623477,6.604335906045248e6,5856.476926385945,15721.511799280199,260.6897579521268,4853.433495560603
299.5191762940584,6.638514713210223e6,5931.058486597578,15632.176853386982,257.34168478562475,4765.185328498745
299.7438541985362,6.672755982129374e6,6008.062338131327,15540.492902466738,253.95290831722426,4674.664322280667
299.96790885973274,6.707061122981959e6,6087.69539576608,15446.26121308015,250.51978031522415,4581.6775820923085
300.19134543557266,6.741431654722101e6,6170.194555789797,15349.254030900333,247.03802523991982,4486.004406619593
300.4141690132263,6.775869219082844e6,6255.83299113699,15249.208187818966,243.50260445505126,4387.390394274806
300.636384610461,6.810375596999286e6,6344.928222322756,15145.816869472937,239.90755317886683,4285.539888006419
300.85799717695966,6.844952728112923e6,6437.852609994098,15038.718887932222,236.2457849319861,4180.106162053788
301.07901159560686,6.879602734295709e6,6535.047210008564,14927.484512472938,232.50885698727828,4070.678484370559
301.2994326837442,6.914327948547716e6,6637.040393432214,14811.596456535397,228.6866886496061,3956.7647673185293
301.5192651943958,6.949130951261834e6,6744.473376207306,14690.423889053684,224.76722193462456,3837.7678424308015
301.7385138174635,6.984014616847383e6,6858.136036249743,14563.186127788245,220.73601116350133,3712.9522715853927
301.95718318089473,7.018982175306933e6,6979.018520485898,14428.900587818142,216.57572384167904,3581.3966715742426
302.1752778518221,7.054037295999267e6,7108.387965519824,14286.3058095977,212.26552947345436,3441.9230485558583
302.3928023376766,7.089184205318506e6,7247.906882075138,14133.74329539949,207.78034485142092,3292.9880546597924
302.609761087274,7.124427858002222e6,7399.824266938385,13968.967605123713,203.0898922074708,3132.5078458619428
302.82615849187715,7.159774196650303e6,7567.301874864681,13788.82320478257,198.1575068866112,2957.5595844734344
303.0419988862324,7.195230563402631e6,7755.012407268262,13588.652865579894,192.93859650320758,2763.834658993954
303.257286549583,7.230806389753845e6,7970.344747818222,13361.104461975217,187.37859396745318,2544.536831772557
303.472025706659,7.266514493248201e6,8226.176640099891,13093.367720841565,181.40997078820368,2287.8409017601825
303.68622052864436,7.30237348701908e6,8548.656557640577,12759.36216514639,174.94930787720875,1969.7400123653024
303.89987513412245,7.3384138286978025e6,9008.493129881885,12287.700042374841,167.90528306369518,1525.0376580957818
304.11299359,7.374695696777804e6,10124.57935434104,11136.826696869028,160.9669638107566,467.3722707427696
